                                fnname           clock    nsamples     min  perc50     mean    perc95            max     stddev     drift
  plat_apple::mach_absolute_time_ticks            None     100,000   1,208   1,375   32,468     5,708    374,097,368  2,476,817       ---
                               instant            None     100,000   1,208   1,292   33,857     5,750    466,914,875  2,815,504  0.999988
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW     100,000   1,208   1,416   32,568     5,709    329,790,417  2,609,297  0.999999
                               instant            None     100,000   1,208   1,375   29,634     5,750    397,881,291  2,446,378  0.999985
                               instant            None     100,000   1,208   1,292   34,033     5,750    430,980,750  2,753,304  0.999850
                    libc_gettime_clock   MONOTONIC_RAW     100,000   1,208   1,375   33,197     1,667    358,408,750  2,600,740  1.000000
                               instant            None     100,000   1,208   1,292   33,449     5,708    353,384,125  2,627,529  0.999991
                    libc_gettime_clock       MONOTONIC     100,000   1,000   1,000   33,577     6,000    358,427,000  2,567,913  1.000010
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW     100,000   1,208   1,416   32,742     5,709    445,156,000  2,624,347  0.999999
                    libc_gettime_clock   MONOTONIC_RAW     100,000   1,208   1,375   32,749     5,750    408,198,959  2,615,533  0.999999
                    libc_gettime_clock      UPTIME_RAW     100,000   1,208   1,416   31,115     5,709    315,548,500  2,592,851  1.000000
                    libc_gettime_clock       MONOTONIC     100,000   1,000   1,000   31,543     6,000    299,818,000  2,461,577  0.999989
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW     100,000   1,208   1,375   32,479     1,667    328,538,417  2,571,384  1.000000
                    libc_gettime_clock   MONOTONIC_RAW     100,000   1,208   1,416   31,358     5,750    318,807,166  2,397,945  1.000000
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW     100,000   1,208   1,416   32,887     5,750    345,315,959  2,535,825  0.999999
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,858     5,917         48,083      1,256  0.000040
                    libc_gettime_clock       MONOTONIC     100,000   1,000   1,000   33,510     6,000    383,056,000  2,787,276  0.999984
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,417   29,521     5,750    326,711,042  2,381,243  1.000000
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,417   29,652     5,708    384,340,125  2,505,171  1.000000
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,417   31,710     5,750    398,985,417  2,750,728  1.000000
                    libc_gettime_clock      UPTIME_RAW     100,000   1,208   1,375   33,076     5,750    330,076,084  2,568,028  1.000000
                               instant            None     100,000   1,208   1,292   34,181     5,708    327,667,292  2,608,195  0.999985
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,417   33,973     1,667    357,227,875  2,626,294  0.999997
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW     100,000   1,208   1,375   33,019     5,709    444,953,459  2,698,049  0.999999
                               instant            None     100,000   1,208   1,292   32,540     5,750    419,407,958  2,668,717  0.999991
                    libc_gettime_clock   MONOTONIC_RAW     100,000   1,208   1,416   33,667     5,750    360,054,375  2,658,324  0.999999
     plat_apple::gettime_nsec_np_clock       MONOTONIC     100,000   1,000   1,000   32,279     2,000    313,541,000  2,437,677  1.000001
                    libc_gettime_clock   MONOTONIC_RAW     100,000   1,208   1,375   31,040     5,750    459,560,375  2,589,219  0.999999
                    libc_gettime_clock       MONOTONIC     100,000   1,000   1,000   34,044     5,000    360,324,000  2,779,037  0.999992
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,417   34,213     5,708    338,078,833  2,718,541  0.999996
                    libc_gettime_clock   MONOTONIC_RAW     100,000   1,208   1,375   33,835     5,709    478,831,125  2,790,311  0.999999
                    libc_gettime_clock      UPTIME_RAW     100,000   1,208   1,416   33,487     5,750    278,271,125  2,471,267  1.000000
                    libc_gettime_clock       MONOTONIC     100,000   1,000   1,000   34,122     6,000    335,220,000  2,608,143  1.000006
                    libc_gettime_clock       MONOTONIC     100,000   1,000   1,000   32,593     6,000    314,481,000  2,589,411  1.000023
                    libc_gettime_clock   MONOTONIC_RAW     100,000   1,208   1,375   33,743     5,750    387,630,333  2,668,232  1.000000
                    libc_gettime_clock      UPTIME_RAW     100,000   1,208   1,416   32,801     1,667    375,780,834  2,537,997  0.999999
                    libc_gettime_clock       MONOTONIC     100,000   1,000   1,000   34,087     6,000    358,102,000  2,840,026  0.999988
                               instant            None     100,000   1,208   1,292   31,987     5,750    347,227,666  2,483,489  0.999991
                    libc_gettime_clock       MONOTONIC     100,000   1,000   1,000   34,158     5,000    387,868,000  2,762,855  0.999991
                    libc_gettime_clock   MONOTONIC_RAW     100,000   1,208   1,375   33,936     5,750    348,962,167  2,696,868  0.999998
                    libc_gettime_clock       MONOTONIC     100,000   1,000   1,000   34,071     6,000    449,105,000  2,776,003  0.999995
     plat_apple::gettime_nsec_np_clock       MONOTONIC     100,000   1,000   1,000   30,426     6,000    338,194,000  2,418,078  1.000004
     plat_apple::gettime_nsec_np_clock       MONOTONIC     100,000   1,000   1,000   30,830     6,000    342,301,000  2,468,482  1.000000
  plat_apple::mach_absolute_time_ticks            None     100,000   1,208   1,375   33,855     5,708    333,156,335  2,521,824       ---
  plat_apple::mach_absolute_time_ticks            None     100,000   1,208   1,375   33,658     5,708    357,809,183  2,724,721       ---
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,896     5,917         19,500      1,323  0.000040
  plat_apple::mach_absolute_time_ticks            None     100,000   1,208   1,375   33,830     5,708    325,437,618  2,658,340       ---
                    libc_gettime_clock       MONOTONIC     100,000   1,000   1,000   34,316     6,000    360,366,000  2,662,720  0.999972
     plat_apple::gettime_nsec_np_clock       MONOTONIC     100,000   1,000   1,000   31,528     6,000    327,240,000  2,465,800  1.000003
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,884     5,917         22,750      1,308  0.000056
                    libc_gettime_clock      UPTIME_RAW     100,000   1,208   1,416   33,063     1,667    320,990,250  2,558,004  0.999999
                               instant            None     100,000   1,208   1,292   34,382     2,209    343,779,541  2,640,304  0.999979
                    libc_gettime_clock   MONOTONIC_RAW     100,000   1,208   1,416   30,953     1,917    431,775,791  2,675,130  0.999998
  plat_apple::mach_absolute_time_ticks            None     100,000   1,208   1,375   34,066     5,708    319,620,996  2,567,654       ---
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,417   34,623     1,667    344,391,166  2,644,003  0.999996
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW     100,000   1,208   1,416   33,566     5,708    381,614,625  2,615,850  0.999999
                    libc_gettime_clock   MONOTONIC_RAW     100,000   1,208   1,375   34,206     5,750    332,466,084  2,595,355  0.999999
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW     100,000   1,208   1,375   33,268     5,708    352,239,583  2,537,741  1.000000
     plat_apple::gettime_nsec_np_clock       MONOTONIC     100,000   1,000   1,000   32,850     2,000    342,855,000  2,533,530  1.000004
  plat_apple::mach_absolute_time_ticks            None     100,000   1,208   1,375   33,979     5,708    361,499,565  2,625,280       ---
                               instant            None     100,000   1,208   1,333   34,998     5,750    334,758,917  2,604,537  0.999811
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW     100,000   1,208   1,375   33,540     1,750    351,712,500  2,636,197  1.000000
                    libc_gettime_clock      UPTIME_RAW     100,000   1,208   1,416   33,903     5,750    332,063,291  2,653,453  0.999999
                    libc_gettime_clock   MONOTONIC_RAW     100,000   1,208   1,375   34,201     5,708    359,031,708  2,638,727  0.999999
                    libc_gettime_clock      UPTIME_RAW     100,000   1,208   1,416   33,788     5,750    326,552,209  2,518,347  0.999999
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,416   34,802     5,750    333,556,333  2,754,025  1.000000
     plat_apple::gettime_nsec_np_clock       MONOTONIC     100,000   1,000   1,000   32,971     6,000    346,507,000  2,577,662  1.000001
                    libc_gettime_clock      UPTIME_RAW     100,000   1,208   1,416   33,824     5,750    402,209,625  2,693,003  1.000000
  plat_apple::mach_absolute_time_ticks            None     100,000   1,208   1,375   34,016     5,708    308,134,684  2,594,539       ---
  plat_apple::mach_absolute_time_ticks            None     100,000   1,208   1,375   34,161     5,708    350,476,629  2,595,831       ---
                    libc_gettime_clock   MONOTONIC_RAW     100,000   1,208   1,375   34,353     5,750    412,966,333  2,707,071  0.999998
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW     100,000   1,208   1,416   33,680     1,708    329,586,875  2,503,271  1.000000
                               instant            None     100,000   1,208   1,292   32,323     5,750    344,575,708  2,575,777  0.999991
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,417   34,790     5,750    322,823,667  2,677,428  0.999992
                    libc_gettime_clock       MONOTONIC     100,000   1,000   1,000   34,467     6,000    326,388,000  2,721,405  0.999998
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW     100,000   1,208   1,375   33,723     1,667    342,231,875  2,588,753  0.999999
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,708     5,916         32,834      1,054  0.000058
     plat_apple::gettime_nsec_np_clock       MONOTONIC     100,000   1,000   1,000   33,018     5,000    342,338,000  2,515,500  1.000002
                    libc_gettime_clock      UPTIME_RAW     100,000   1,208   1,416   34,050     5,750    297,568,625  2,578,370  1.000000
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,500    1,803     5,916         18,625      1,101  0.000758
     plat_apple::gettime_nsec_np_clock       MONOTONIC     100,000   1,000   1,000   31,376     2,000    334,302,000  2,431,198  1.000002
     plat_apple::gettime_nsec_np_clock       MONOTONIC     100,000   1,000   1,000   33,042     5,000    285,952,000  2,414,155  1.000004
                    libc_gettime_clock   MONOTONIC_RAW     100,000   1,208   1,375   34,451     5,750    384,517,916  2,620,348  0.999999
                    libc_gettime_clock      UPTIME_RAW     100,000   1,208   1,375   33,992     5,750    365,581,541  2,632,274  0.999999
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,416   32,585     5,750    364,996,708  2,701,171  1.000000
                    libc_gettime_clock      UPTIME_RAW     100,000   1,208   1,416   34,022     1,667    312,356,167  2,516,415  1.000000
     plat_apple::gettime_nsec_np_clock       MONOTONIC     100,000   1,000   1,000   31,320     5,000    470,634,000  2,602,778  1.000007
                    libc_gettime_clock       MONOTONIC     100,000   1,000   1,000   34,394     6,000    424,118,000  2,663,516  1.000007
                    libc_gettime_clock   MONOTONIC_RAW     100,000   1,208   1,375   31,237     5,709    352,189,458  2,428,087  0.999999
  plat_apple::mach_absolute_time_ticks            None     100,000   1,208   1,375   34,287     5,708    330,894,831  2,584,779       ---
                    libc_gettime_clock      UPTIME_RAW     100,000   1,208   1,416   31,998     5,750    362,354,875  2,636,560  0.999999
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,825     5,917         49,708      1,241  0.000053
                               instant            None     100,000   1,208   1,334   35,157     5,750    371,640,291  2,715,787  0.999968
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,500    1,711     2,291         49,917        883  0.000602
                               instant            None     100,000   1,208   1,292   35,194     5,750    327,058,958  2,645,024  0.999971
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW     100,000   1,208   1,416   33,940     5,709    340,177,125  2,529,784  0.999999
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW     100,000   1,208   1,416   33,920     5,709    312,151,000  2,594,658  0.999999
                               instant            None     100,000   1,208   1,292   35,273     5,750    446,887,542  2,801,103  0.999870
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,779     5,917         27,125      1,231  0.000045
                    libc_gettime_clock       MONOTONIC     100,000   1,000   1,000   32,809     6,000    353,983,000  2,552,278  1.000010
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,416   35,103     5,708    339,979,750  2,704,013  0.999997
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW     100,000   1,208   1,416   33,999     5,708    373,857,459  2,680,391  0.999999
                               instant            None     100,000   1,208   1,292   35,332     5,750    371,626,291  2,678,956  0.999971
                    libc_gettime_clock       MONOTONIC     100,000   1,000   1,000   32,195     6,000    331,903,000  2,475,584  1.000015
                               instant            None     100,000   1,208   1,292   35,354     5,750    387,139,042  2,724,425  0.999988
  plat_apple::mach_absolute_time_ticks            None     100,000   1,208   1,375   34,368     5,708    344,718,362  2,702,881       ---
                    libc_gettime_clock      UPTIME_RAW     100,000   1,208   1,416   34,246     5,709    359,239,625  2,637,907  1.000000
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,416   32,375     5,750    305,502,792  2,619,232  1.000000
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,634     1,792         16,083        864  0.000037
                    libc_gettime_clock       MONOTONIC     100,000   1,000   1,000   34,991     5,000    337,409,000  2,602,285  1.000005
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,417   35,164     5,709    352,785,708  2,722,766  0.999995
  plat_apple::mach_absolute_time_ticks            None     100,000   1,208   1,375   34,542     5,708    380,205,121  2,631,978       ---
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,417   35,216     5,708    329,281,083  2,452,868  0.999993
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,417   35,220     5,750    332,239,542  2,583,203  0.999996
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,542   35,204     5,709    423,340,000  2,762,793  0.999997
                    libc_gettime_clock   MONOTONIC_RAW     100,000   1,208   1,375   34,762     5,750    333,400,292  2,628,045  0.999999
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,867     5,917         28,541      1,278  0.000039
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,832     5,917         71,583      1,332  0.000043
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,417   35,222     5,709    335,925,958  2,736,939  0.999998
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW     100,000   1,208   1,416   34,232     5,750    358,586,250  2,643,329  0.999999
  plat_apple::mach_absolute_time_ticks            None     100,000   1,208   1,375   34,491     5,708    376,523,538  2,601,252       ---
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,500    1,808     5,916         46,709      1,058  0.000356
                    libc_gettime_clock      UPTIME_RAW     100,000   1,208   1,416   34,515     5,750    315,178,875  2,514,558  1.000000
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,500    1,708     2,583         46,708        863  0.000581
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,417   33,281     5,708    420,800,458  2,709,736  1.000000
                    libc_gettime_clock       MONOTONIC     100,000   1,000   1,000   35,193     6,000    328,955,000  2,561,061  1.000013
                    libc_gettime_clock      UPTIME_RAW     100,000   1,208   1,375   33,918     5,708    327,983,875  2,532,770  1.000000
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,417   30,768     5,750    450,292,959  2,575,875  1.000000
                    libc_gettime_clock      UPTIME_RAW     100,000   1,208   1,375   34,008     1,667    332,264,833  2,579,408  1.000000
     plat_apple::gettime_nsec_np_clock       MONOTONIC     100,000   1,000   1,000   32,955     6,000    530,446,000  2,730,460  1.000008
                               instant            None     100,000   1,208   1,292   33,084     5,750    355,526,500  2,554,093  0.999994
                    libc_gettime_clock       MONOTONIC     100,000   1,000   1,000   35,232     5,000    328,519,000  2,568,046  1.000014
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,722     5,916         31,542      1,118  0.000046
