                                fnname           clock    nsamples     min  perc50     mean    perc95            max     stddev     drift
                                ------           -----    --------     ---  ------     ----    ------            ---     ------     -----
  plat_apple::mach_absolute_time_ticks            None  10,000,000   1,166   1,416    1,407     1,500      1,073,925        388       ---
                    libc_gettime_clock       MONOTONIC  10,000,000   1,000   1,000    1,396     2,000        104,000        562  0.999409
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW  10,000,000   1,166   1,416    1,422     1,667         64,666        311  0.999935
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW  10,000,000   1,208   1,417    1,424     1,542        219,375        414  0.999968
     plat_apple::gettime_nsec_np_clock       MONOTONIC  10,000,000   1,000   1,000    1,419     2,000         58,000        513  0.999901
                               instant            None  10,000,000   1,208   1,417    1,422     1,542      1,328,458        502  0.999903
                    libc_gettime_clock   MONOTONIC_RAW  10,000,000   1,166   1,417    1,448     1,709         80,833        271  0.999934
                    libc_gettime_clock      UPTIME_RAW  10,000,000   1,208   1,458    1,477     1,750         82,125        273  0.999967
                    libc_gettime_clock  THREAD_CPUTIME  10,000,000   1,250   1,500    1,497     1,625         71,750        136  0.008277
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME  10,000,000   1,250   1,500    1,518     1,791         68,042        370  0.008389
