                                fnname           clock    nsamples     min  perc50     mean    perc95            max     stddev     drift
                                ------           -----    --------     ---  ------     ----    ------            ---     ------     -----
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW  10,000,000   1,208   1,417    1,418     1,541         60,292        221  0.999903
  plat_apple::mach_absolute_time_ticks            None  10,000,000   1,208   1,416    1,422     1,541         54,672        135       ---
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW  10,000,000   1,208   1,417    1,419     1,541      2,031,667        776  0.999934
     plat_apple::gettime_nsec_np_clock       MONOTONIC  10,000,000   1,000   1,000    1,418     2,000      2,133,000        894  0.999967
                    libc_gettime_clock       MONOTONIC  10,000,000   1,000   1,000    1,420     2,000        158,000        537  1.000264
                               instant            None  10,000,000   1,208   1,458    1,433     1,542        273,667        184  0.999869
                    libc_gettime_clock   MONOTONIC_RAW  10,000,000   1,166   1,417    1,459     1,750         62,125        322  0.999967
                    libc_gettime_clock      UPTIME_RAW  10,000,000   1,166   1,458    1,503     1,750         61,375        305  0.999967
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME  10,000,000   1,250   1,500    1,501     1,625         60,666        343  0.004996
                    libc_gettime_clock  THREAD_CPUTIME  10,000,000   1,250   1,500    1,516     1,750         61,041        216  0.008787
