                                fnname           clock    nsamples     min  perc50     mean    perc95            max     stddev     drift
                                ------           -----    --------     ---  ------     ----    ------            ---     ------     -----
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW  10,000,000   1,208   1,417    1,425     1,542      1,632,375        572  1.000000
  plat_apple::mach_absolute_time_ticks            None  10,000,000   1,208   1,416    1,436     1,625         65,460        378       ---
                               instant            None  10,000,000   1,208   1,417    1,421     1,542         57,917        198  0.999869
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW  10,000,000   1,208   1,458    1,437     1,542      1,143,500        415  1.000000
     plat_apple::gettime_nsec_np_clock       MONOTONIC  10,000,000   1,000   1,000    1,435     2,000         65,000        635  1.000237
                    libc_gettime_clock       MONOTONIC  10,000,000   1,000   1,000    1,438     2,000         72,000        591  0.999477
                    libc_gettime_clock   MONOTONIC_RAW  10,000,000   1,208   1,417    1,469     1,750         60,584        261  0.999967
                    libc_gettime_clock      UPTIME_RAW  10,000,000   1,208   1,458    1,497     1,750      1,672,791        593  0.999968
                    libc_gettime_clock  THREAD_CPUTIME  10,000,000   1,250   1,500    1,519     1,792         67,417        304  0.007071
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME  10,000,000   1,250   1,500    1,529     1,750         66,708        210  0.007465
