                                fnname          clock     nsamples     min  perc50        mean  perc95            max      stddev        drift
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,375      33,452   1,667    592,607,750   2,873,893     1.000000
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,375      32,325   1,667    692,300,041   2,890,785     1.000000
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,949   1,000   1,000     540,873   2,000  1,180,959,000  22,930,121     1.000001
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      33,917   1,666    351,708,000   2,621,704     0.999997
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      34,495   1,625    334,800,000   2,439,716     0.999966
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,291      34,384   1,625    336,521,613   2,500,106          ---
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,333      34,428   1,625    348,067,186   2,339,488          ---
                               instant           None      100,000   1,208   1,292      32,899   1,459    416,677,917   2,829,515     0.999965
                               instant           None      100,000   1,208   1,292      32,976   5,708    270,947,750   2,207,965     1.000000
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      34,567   1,625    262,011,375   2,330,011     0.999997
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,886   1,000   1,000   1,169,038   2,000  1,188,546,000  33,913,607     1.000001
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      34,579   1,625    401,766,166   2,477,600     0.999998
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,667       1,810   5,916         46,417       1,036     0.003123
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,375      34,817   5,708    339,571,676   2,519,593          ---
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,951   1,000   1,000     517,365   2,000  1,209,856,000  22,507,023     0.999995
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,987   1,000   1,000     155,939   2,000  1,521,432,000  12,372,104     0.999999
                    libc_gettime_clock      MONOTONIC       99,837   1,000   1,000   1,691,733   2,000  1,335,995,000  40,928,846     1.000008
                    libc_gettime_clock      MONOTONIC       99,864   1,000   1,000   1,414,360   5,000  1,469,270,000  37,555,457     0.999941
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,375      32,400   5,709    436,826,166   2,562,620     0.999997
                    libc_gettime_clock      MONOTONIC       99,972   1,000   1,000     322,072   5,000  1,207,007,000  17,321,251     1.000022
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,291      34,647   5,708    405,433,316   2,600,761          ---
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,375      35,125   1,708    380,414,074   2,602,757          ---
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      34,948   5,750    382,550,708   2,383,225     1.000000
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,291      34,941   5,708    436,964,916   2,608,292          ---
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,500       1,735   5,916         16,500       1,082     0.000023
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,375      33,245   5,708    373,285,625   2,393,514     1.000000
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,708       1,752   1,792         64,708         891     0.001143
                               instant           None      100,000   1,208   1,292      34,309   1,750    453,369,333   2,509,552     0.999930
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,416      34,368   1,667    360,865,666   2,437,504     0.999997
                               instant           None      100,000   1,208   1,292      32,776   1,666    430,927,458   2,600,691     0.999981
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,416      35,114   1,667    345,438,542   2,464,713     0.999999
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,416      33,435   1,667    331,420,166   2,282,227     0.999997
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,375      34,737   5,708    373,105,922   2,329,951          ---
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,863   1,000   1,000   1,380,626   5,000  1,323,283,000  36,971,159     0.999998
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,416      35,251   1,667    375,299,458   2,659,784     1.000000
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,958   1,000   1,000     437,908   2,000  1,344,635,000  20,724,697     0.999993
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,416      35,235   1,667    333,578,208   2,559,058     0.999997
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      35,351   1,625    335,930,917   2,506,611     1.000000
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      34,201   5,750    515,101,792   2,704,282     0.999998
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,375      35,366   5,750    319,132,875   2,485,755     1.000000
                    libc_gettime_clock      MONOTONIC       99,899   1,000   1,000   1,023,663   6,000  1,334,308,000  31,788,900     1.000053
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,333      35,678   1,666    417,497,535   2,482,376          ---
                    libc_gettime_clock      MONOTONIC       99,957   1,000   1,000     465,671   5,000  1,146,995,000  21,008,970     0.999986
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,416      33,973   5,750    480,098,541   2,733,243     0.999996
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,416      33,868   5,708    328,122,834   2,478,491     1.000000
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,416      35,393   1,667    304,941,125   2,529,077     1.000000
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,949   1,000   1,000     521,511   2,000  1,162,299,000  22,346,621     0.999994
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      35,511   5,708    501,344,958   2,716,340     0.999997
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,417      33,755   1,708    370,150,458   2,451,563     1.000000
                    libc_gettime_clock      MONOTONIC       99,976   1,000   1,000     263,862   2,000  1,127,087,000  15,449,634     0.999968
                    libc_gettime_clock      MONOTONIC       99,851   1,000   1,000   1,504,210   5,000  1,357,823,000  38,595,472     0.999897
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,500       1,686   1,875         25,500         980     0.000023
                               instant           None      100,000   1,208   1,375      34,968   5,750    438,909,542   2,611,345     0.999981
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,416      35,803   5,708    335,856,959   2,488,231     1.000000
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,416      35,876   5,750    344,256,667   2,640,836     0.999998
                               instant           None      100,000   1,208   1,375      36,070   5,750    348,370,084   2,432,969     0.999972
                    libc_gettime_clock      MONOTONIC       99,906   1,000   1,000     973,631   5,000  1,137,141,000  30,839,895     0.999970
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,416      32,582   1,667    275,346,625   2,218,745     0.999996
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      36,027   5,750    300,215,083   2,472,161     0.999993
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,982   1,000   1,000     217,173   2,000  1,376,656,000  14,365,181     0.999999
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      34,469   1,625    440,696,666   2,554,356     0.999997
                    libc_gettime_clock      MONOTONIC       99,926   1,000   1,000     760,424   2,000  1,318,685,000  27,279,568     0.999974
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,375       1,542   1,625         40,500         737     0.000020
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      36,141   1,625    310,199,958   2,440,312     0.999994
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,708       1,826   5,208         42,166         988     0.000610
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,374      36,076   5,708    328,025,495   2,496,550          ---
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,708       1,756   2,000         18,500         877     0.000634
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,416      36,045   1,667    325,519,833   2,541,183     1.000000
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,416      36,066   5,750    282,819,042   2,370,673     0.999998
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,459       1,658   1,792         58,292       1,001     0.000026
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,708       1,851   2,500         58,125       1,038     0.000455
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,375      36,137   1,667    388,201,084   2,523,294     0.999998
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,375      34,521   1,667    585,017,292   2,829,134     1.000000
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,938   1,000   1,000     650,869   5,000  1,126,263,000  25,133,594     0.999996
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,500       1,649   1,666         28,666         971     0.000018
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,291      35,663   1,625    382,122,034   2,549,060          ---
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,375      35,031   1,667    286,306,500   2,357,587     1.000000
                    libc_gettime_clock      MONOTONIC       99,907   1,000   1,000     934,007   2,000  1,357,783,000  30,359,379     0.999970
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,333      36,313   5,708    333,540,501   2,502,413          ---
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      36,310   5,750    350,392,917   2,600,413     0.999998
                               instant           None      100,000   1,208   1,292      34,686   5,750    357,590,208   2,574,484     0.999928
                    libc_gettime_clock      MONOTONIC       99,862   1,000   1,000   1,413,138   5,000  1,367,997,000  37,340,194     1.000014
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      36,363   1,625    442,349,125   2,562,832     0.999998
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,416      32,953   1,667    284,411,959   2,469,876     1.000000
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      36,442   5,709    307,992,750   2,485,861     0.999997
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,960   1,000   1,000     433,128   2,000  1,368,374,000  20,528,424     0.999994
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,416      34,679   1,667    308,978,500   2,375,572     0.999997
                    libc_gettime_clock      MONOTONIC       99,904   1,000   1,000   1,012,556   6,000  1,119,776,000  31,484,180     1.000009
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,500       1,807   5,916         39,291       1,085     0.000856
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,542       1,815   5,916         29,667       1,041     0.000522
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      36,500   5,708    413,686,667   2,549,413     1.000000
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,416      34,514   1,667    378,460,375   2,516,120     1.000000
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,500       1,851   5,916         42,792       1,169     0.000831
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,375      34,859   1,666    289,571,708   2,384,518     1.000000
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,416      35,327   1,667    278,636,208   2,484,693     1.000000
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,416      36,248   5,667    376,360,291   2,446,047     0.999999
                    libc_gettime_clock      MONOTONIC       99,933   1,000   1,000     715,090   6,000  1,243,186,000  26,433,315     0.999918
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,417      35,900   1,708    277,430,791   2,529,663     1.000000
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,375      34,317   5,750    334,401,375   2,528,010     1.000000
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,375      36,655   1,667    358,328,292   2,587,931     0.999998
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      34,369   5,750    334,145,709   2,354,827     0.999997
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      36,843   1,625    334,371,000   2,675,690     0.999994
                               instant           None      100,000   1,208   1,292      36,959   1,625    320,732,750   2,533,549     1.000000
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,416      35,115   5,709    390,947,084   2,432,057     0.999996
                               instant           None      100,000   1,208   1,333      36,814   5,750    378,098,375   2,487,771     1.000000
                               instant           None      100,000   1,208   1,375      37,027   1,625    266,929,666   2,482,981     1.000000
                    libc_gettime_clock      MONOTONIC       99,918   1,000   1,000     813,043   6,000  1,198,942,000  28,222,300     1.000000
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,375      36,848   5,710    327,479,582   2,457,806          ---
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,930   1,000   1,000     709,515   2,000  1,141,221,000  26,305,445     1.000004
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      36,907   5,750    292,253,625   2,519,473     1.000000
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,500       1,614   1,625         34,625         861     0.000125
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,708       1,807   1,959         35,541         938     0.000443
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,416      36,851   1,667    284,328,833   2,513,207     1.000000
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,416      35,687   1,667    403,122,083   2,582,148     1.000000
                    libc_gettime_clock      MONOTONIC       99,923   1,000   1,000     802,792   2,000  1,194,601,000  28,052,562     0.999962
                    libc_gettime_clock      MONOTONIC       99,997   1,000   1,000      65,491   2,000  1,303,467,000   6,841,534     0.999931
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,375      35,056   5,709    391,886,541   2,655,918     0.999993
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,375      32,964   1,667    293,952,125   2,394,220     0.999999
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,914   1,000   1,000     913,936   2,000  1,355,940,000  30,146,892     0.999998
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,892   1,000   1,000   1,104,528   2,000  1,322,706,000  33,017,364     1.000001
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,940   1,000   1,000     640,230   5,000  1,332,589,000  25,041,772     0.999994
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,500       1,639   1,750         35,875         932     0.000050
                    libc_gettime_clock      MONOTONIC       99,931   1,000   1,000     723,000   2,000  1,297,209,000  26,572,133     0.999962
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,375      35,516   5,708    326,961,708   2,468,254     0.999987
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      37,194   5,750    394,163,084   2,685,271     1.000000
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,416      36,140   1,667    323,237,458   2,523,703     1.000000
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,500       1,748   5,916         43,959       1,126     0.000098
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,416      37,141   1,667    303,735,166   2,441,100     0.999998
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,416      37,118   1,708    294,333,834   2,550,819     1.000000
                               instant           None      100,000   1,208   1,292      33,655   5,750    374,194,875   2,493,954     0.999971
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,848   1,000   1,000   1,564,280   2,000  1,348,622,000  39,413,942     0.999995
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,416      35,969   1,667    360,736,917   2,486,832     1.000000
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,416      36,855   1,667    545,937,833   2,757,062     1.000000
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,416      36,023   5,708    313,496,541   2,417,563     1.000000
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,375      37,228   1,667    342,078,500   2,488,811     0.999997
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      37,296   1,666    663,190,000   2,928,525     1.000000
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,375      35,577   5,708    275,237,291   2,362,900     0.999996
                               instant           None      100,000   1,208   1,292      37,376   1,625    410,033,959   2,522,934     0.999990
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      37,354   1,625    333,984,417   2,670,601     1.000000
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,375       1,598   1,625         94,458         938     0.000020
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,500       1,813   5,916         35,375       1,083     0.000895
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,375      37,364   1,625    292,507,098   2,476,428          ---
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,542       1,726   1,750         29,209         867     0.000753
                               instant           None      100,000   1,208   1,375      37,597   5,750    346,887,709   2,553,531     0.999903
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,375      35,670   1,667    299,132,042   2,505,560     1.000000
                    libc_gettime_clock      MONOTONIC       99,884   1,000   1,000   1,212,336   6,000  1,212,063,000  34,508,399     0.999993
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,375      37,662   1,625    382,882,451   2,596,611          ---
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,994   1,000   1,000      93,595   2,000  1,267,234,000   8,936,991     0.999996
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,416      35,963   1,667    289,486,125   2,352,616     1.000000
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,416      36,756   5,750    346,542,000   2,664,152     1.000000
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,500       1,650   1,667         51,916         971     0.000032
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,291      37,562   1,625    439,857,374   2,784,656          ---
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,500       1,597   1,625         26,084         792     0.000023
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,375      37,584   1,667    436,081,667   2,672,012     0.999997
                    libc_gettime_clock      MONOTONIC       99,915   1,000   1,000     882,151   6,000  1,158,277,000  29,369,387     1.000089
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,956   1,000   1,000     466,692   5,000  1,046,168,000  21,125,905     1.000000
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,416      35,928   1,667    297,572,667   2,531,240     0.999994
