                                fnname           clock    nsamples     min  perc50     mean    perc95            max     stddev     drift
                                ------           -----    --------     ---  ------     ----    ------            ---     ------     -----
  plat_apple::mach_absolute_time_ticks            None   1,000,000   1,208   1,375    1,338     1,416         26,921         98       ---
     plat_apple::gettime_nsec_np_clock       MONOTONIC   1,000,000   1,000   1,000    1,330     2,000         26,000        476  0.999521
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW   1,000,000   1,208   1,375    1,342     1,417         34,708        102  0.999967
                               instant            None   1,000,000   1,166   1,375    1,343     1,417         27,583        117  0.999935
                    libc_gettime_clock       MONOTONIC   1,000,000   1,000   1,000    1,354     2,000      1,027,000      1,139  1.000264
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW   1,000,000   1,166   1,375    1,373     1,625         24,834        134  0.999967
                    libc_gettime_clock   MONOTONIC_RAW   1,000,000   1,166   1,375    1,382     1,625      1,023,000      1,046  0.999967
                    libc_gettime_clock      UPTIME_RAW   1,000,000   1,166   1,375    1,428     1,625         31,333        181  0.999935
                    libc_gettime_clock  THREAD_CPUTIME   1,000,000   1,291   1,375    1,418     1,500         51,500        121  0.006453
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME   1,000,000   1,250   1,375    1,433     1,542         16,917        112  0.008686
